# http://localhost:5877/ --workers 5 --loaded-duration-minutes 2 --output-dir shinyloadtest/run1
# {"appUrl":"http://localhost:5877/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"shinyloadtest/run1","overwriteOutput":false,"recordingPath":"shinyloadtest/recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
20,0,4,PLAYER_SESSION_CREATE,1586190841484,0,
20,0,4,REQ_HOME_START,1586190841485,4,
20,0,4,REQ_HOME_END,1586190841615,4,
20,0,4,WS_OPEN_START,1586190841615,5,
20,0,4,WS_OPEN_END,1586190841623,5,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190841623,6,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190841686,6,
20,0,4,WS_SEND_START,1586190841686,6,
20,0,4,WS_SEND_END,1586190841686,6,
20,0,4,WS_RECV_INIT_START,1586190841687,7,
20,0,4,WS_RECV_INIT_END,1586190841687,7,
20,0,4,WS_RECV_START,1586190841687,8,
20,0,4,WS_RECV_END,1586190841994,8,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190841994,9,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190842249,9,
20,0,4,WS_SEND_START,1586190842249,9,
20,0,4,WS_SEND_END,1586190842249,9,
20,0,4,WS_RECV_START,1586190842250,10,
20,0,4,WS_RECV_END,1586190842424,10,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190842424,11,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190845663,11,
20,0,4,WS_SEND_START,1586190845663,11,
20,0,4,WS_SEND_END,1586190845663,11,
20,0,4,WS_RECV_START,1586190845663,12,
20,0,4,WS_RECV_END,1586190845808,12,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190845808,13,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190846871,13,
20,0,4,WS_SEND_START,1586190846871,13,
20,0,4,WS_SEND_END,1586190846871,13,
20,0,4,WS_RECV_START,1586190846871,14,
20,0,4,WS_RECV_END,1586190847050,14,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190847051,15,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190848149,15,
20,0,4,WS_SEND_START,1586190848151,15,
20,0,4,WS_SEND_END,1586190848153,15,
20,0,4,WS_RECV_START,1586190848154,16,
20,0,4,WS_RECV_END,1586190848363,16,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190848363,17,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190848410,17,
20,0,4,WS_SEND_START,1586190848410,17,
20,0,4,WS_SEND_END,1586190848410,17,
20,0,4,WS_RECV_START,1586190848413,18,
20,0,4,WS_RECV_END,1586190848427,18,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190848427,19,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190853907,19,
20,0,4,WS_SEND_START,1586190853907,19,
20,0,4,WS_SEND_END,1586190853907,19,
20,0,4,WS_RECV_START,1586190853907,20,
20,0,4,WS_RECV_END,1586190853969,20,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190853969,21,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190854983,21,
20,0,4,WS_SEND_START,1586190854983,21,
20,0,4,WS_SEND_END,1586190854983,21,
20,0,4,WS_RECV_START,1586190854983,22,
20,0,4,WS_RECV_END,1586190855013,22,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190855013,23,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190856180,23,
20,0,4,WS_SEND_START,1586190856180,23,
20,0,4,WS_SEND_END,1586190856180,23,
20,0,4,WS_RECV_START,1586190856180,24,
20,0,4,WS_RECV_END,1586190856296,24,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190856296,25,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190856374,25,
20,0,4,WS_SEND_START,1586190856374,25,
20,0,4,WS_SEND_END,1586190856374,25,
20,0,4,WS_RECV_START,1586190856374,26,
20,0,4,WS_RECV_END,1586190856518,26,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190856518,27,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190860799,27,
20,0,4,WS_SEND_START,1586190860799,27,
20,0,4,WS_SEND_END,1586190860800,27,
20,0,4,WS_RECV_START,1586190860800,28,
20,0,4,WS_RECV_END,1586190861009,28,
20,0,4,PLAYBACK_SLEEPBEFORE_START,1586190861009,29,
20,0,4,PLAYBACK_SLEEPBEFORE_END,1586190864384,29,
20,0,4,WS_CLOSE_START,1586190864384,29,
20,0,4,WS_CLOSE_END,1586190864555,29,
20,0,4,PLAYBACK_DONE,1586190864556,0,
