# http://localhost:5877/ --workers 5 --loaded-duration-minutes 2 --output-dir shinyloadtest/run1
# {"appUrl":"http://localhost:5877/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"shinyloadtest/run1","overwriteOutput":false,"recordingPath":"shinyloadtest/recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
5,0,1,PLAYER_SESSION_CREATE,1586190772073,0,
5,0,1,REQ_HOME_START,1586190772073,4,
5,0,1,REQ_HOME_END,1586190772144,4,
5,0,1,WS_OPEN_START,1586190772144,5,
5,0,1,WS_OPEN_END,1586190772150,5,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190772150,6,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190772212,6,
5,0,1,WS_SEND_START,1586190772212,6,
5,0,1,WS_SEND_END,1586190772212,6,
5,0,1,WS_RECV_INIT_START,1586190772213,7,
5,0,1,WS_RECV_INIT_END,1586190772213,7,
5,0,1,WS_RECV_START,1586190772213,8,
5,0,1,WS_RECV_END,1586190772412,8,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190772412,9,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190772667,9,
5,0,1,WS_SEND_START,1586190772667,9,
5,0,1,WS_SEND_END,1586190772668,9,
5,0,1,WS_RECV_START,1586190772668,10,
5,0,1,WS_RECV_END,1586190772850,10,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190772851,11,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190776090,11,
5,0,1,WS_SEND_START,1586190776090,11,
5,0,1,WS_SEND_END,1586190776090,11,
5,0,1,WS_RECV_START,1586190776090,12,
5,0,1,WS_RECV_END,1586190776255,12,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190776255,13,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190777318,13,
5,0,1,WS_SEND_START,1586190777318,13,
5,0,1,WS_SEND_END,1586190777318,13,
5,0,1,WS_RECV_START,1586190777318,14,
5,0,1,WS_RECV_END,1586190777572,14,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190777572,15,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190778636,15,
5,0,1,WS_SEND_START,1586190778636,15,
5,0,1,WS_SEND_END,1586190778636,15,
5,0,1,WS_RECV_START,1586190778636,16,
5,0,1,WS_RECV_END,1586190778678,16,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190778678,17,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190778725,17,
5,0,1,WS_SEND_START,1586190778725,17,
5,0,1,WS_SEND_END,1586190778725,17,
5,0,1,WS_RECV_START,1586190778725,18,
5,0,1,WS_RECV_END,1586190778735,18,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190778735,19,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190784217,19,
5,0,1,WS_SEND_START,1586190784217,19,
5,0,1,WS_SEND_END,1586190784217,19,
5,0,1,WS_RECV_START,1586190784217,20,
5,0,1,WS_RECV_END,1586190784374,20,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190784374,21,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190785387,21,
5,0,1,WS_SEND_START,1586190785387,21,
5,0,1,WS_SEND_END,1586190785387,21,
5,0,1,WS_RECV_START,1586190785387,22,
5,0,1,WS_RECV_END,1586190785428,22,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190785428,23,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190786599,23,
5,0,1,WS_SEND_START,1586190786599,23,
5,0,1,WS_SEND_END,1586190786603,23,
5,0,1,WS_RECV_START,1586190786604,24,
5,0,1,WS_RECV_END,1586190786841,24,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190786841,25,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190786919,25,
5,0,1,WS_SEND_START,1586190786919,25,
5,0,1,WS_SEND_END,1586190786921,25,
5,0,1,WS_RECV_START,1586190786921,26,
5,0,1,WS_RECV_END,1586190787174,26,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190787174,27,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190791454,27,
5,0,1,WS_SEND_START,1586190791454,27,
5,0,1,WS_SEND_END,1586190791454,27,
5,0,1,WS_RECV_START,1586190791454,28,
5,0,1,WS_RECV_END,1586190791619,28,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1586190791619,29,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1586190794945,29,
5,0,1,WS_CLOSE_START,1586190794945,29,
5,0,1,WS_CLOSE_END,1586190794946,29,
5,0,1,PLAYBACK_DONE,1586190794947,0,
