# http://localhost:5877/ --workers 5 --loaded-duration-minutes 2 --output-dir shinyloadtest/run1
# {"appUrl":"http://localhost:5877/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"shinyloadtest/run1","overwriteOutput":false,"recordingPath":"shinyloadtest/recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
19,4,3,PLAYER_SESSION_CREATE,1586190839258,0,
19,4,3,REQ_HOME_START,1586190839258,4,
19,4,3,REQ_HOME_END,1586190839421,4,
19,4,3,WS_OPEN_START,1586190839421,5,
19,4,3,WS_OPEN_END,1586190839427,5,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190839427,6,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190839489,6,
19,4,3,WS_SEND_START,1586190839489,6,
19,4,3,WS_SEND_END,1586190839489,6,
19,4,3,WS_RECV_INIT_START,1586190839490,7,
19,4,3,WS_RECV_INIT_END,1586190839490,7,
19,4,3,WS_RECV_START,1586190839490,8,
19,4,3,WS_RECV_END,1586190839695,8,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190839695,9,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190839949,9,
19,4,3,WS_SEND_START,1586190839949,9,
19,4,3,WS_SEND_END,1586190839949,9,
19,4,3,WS_RECV_START,1586190839949,10,
19,4,3,WS_RECV_END,1586190840127,10,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190840128,11,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190843368,11,
19,4,3,WS_SEND_START,1586190843368,11,
19,4,3,WS_SEND_END,1586190843368,11,
19,4,3,WS_RECV_START,1586190843368,12,
19,4,3,WS_RECV_END,1586190844039,12,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190844039,13,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190845103,13,
19,4,3,WS_SEND_START,1586190845103,13,
19,4,3,WS_SEND_END,1586190845103,13,
19,4,3,WS_RECV_START,1586190845103,14,
19,4,3,WS_RECV_END,1586190845357,14,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190845357,15,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190846425,15,
19,4,3,WS_SEND_START,1586190846426,15,
19,4,3,WS_SEND_END,1586190846426,15,
19,4,3,WS_RECV_START,1586190846426,16,
19,4,3,WS_RECV_END,1586190846462,16,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190846462,17,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190846509,17,
19,4,3,WS_SEND_START,1586190846509,17,
19,4,3,WS_SEND_END,1586190846509,17,
19,4,3,WS_RECV_START,1586190846509,18,
19,4,3,WS_RECV_END,1586190846519,18,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190846519,19,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190852000,19,
19,4,3,WS_SEND_START,1586190852000,19,
19,4,3,WS_SEND_END,1586190852000,19,
19,4,3,WS_RECV_START,1586190852000,20,
19,4,3,WS_RECV_END,1586190852032,20,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190852032,21,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190853045,21,
19,4,3,WS_SEND_START,1586190853045,21,
19,4,3,WS_SEND_END,1586190853045,21,
19,4,3,WS_RECV_START,1586190853045,22,
19,4,3,WS_RECV_END,1586190853075,22,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190853075,23,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190854243,23,
19,4,3,WS_SEND_START,1586190854243,23,
19,4,3,WS_SEND_END,1586190854243,23,
19,4,3,WS_RECV_START,1586190854243,24,
19,4,3,WS_RECV_END,1586190854426,24,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190854426,25,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190854504,25,
19,4,3,WS_SEND_START,1586190854504,25,
19,4,3,WS_SEND_END,1586190854504,25,
19,4,3,WS_RECV_START,1586190854504,26,
19,4,3,WS_RECV_END,1586190854656,26,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190854656,27,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190858937,27,
19,4,3,WS_SEND_START,1586190858937,27,
19,4,3,WS_SEND_END,1586190858937,27,
19,4,3,WS_RECV_START,1586190858937,28,
19,4,3,WS_RECV_END,1586190859170,28,
19,4,3,PLAYBACK_SLEEPBEFORE_START,1586190859170,29,
19,4,3,PLAYBACK_SLEEPBEFORE_END,1586190862574,29,
19,4,3,WS_CLOSE_START,1586190862574,29,
19,4,3,WS_CLOSE_END,1586190862624,29,
19,4,3,PLAYBACK_DONE,1586190862624,0,
